,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
1142,2016 - 17,John Adams High School,Q480,Q,27,1813.0,89-30 114 STREET|94-25 117 Street|CONSOLIDATED LOCATION,2,845.0,FAR ROCKAWAY HS,Richmond Hill High School|Richmond Hill HS Annex(QS)|89-30 114 STREET|94-25 117 Street|CONSOLIDATED LOCATION,,,,,,9C,1751-2000,,,,,,11417.0,40.679639,-73.837298,10.0,32.0,864.0,4202849.0,4095400002.0,South Ozone Park                                                           
1143,2016 - 17,P.S. 024 Spuyten Duyvil,X024,X,10,451.0,270 EAST 167 STREET CONSOLIDATED LOCATION,2,362.0,P012X,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10463.0,40.887111,-73.913697,8.0,11.0,309.0,2085869.0,2059170140.0,North Riverdale-Fieldston-Riverdale                                        
1144,2016 - 17,I.S. 072 Rocco Laurie,R072,R,31,141.0,,1,,,P.S. 062 The Kathleen Grimm School for Leadership and Sustainability | 644 Bloomindale Road,0.0,0.0,0.0,0.0,0.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,10314.0,40.593005,-74.158988,2.0,51.0,27706.0,5037524.0,5023640001.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
1145,2016 - 17,P.S./I.S. 113 Anthony J. Pranzo,Q113,Q,24,1039.0,,1,789.0,PS 102Q,Jean Nuzzi Intermediate School,0.0,4.0,4.0,2.0,2.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,11385.0,40.705516,-73.862208,5.0,30.0,637.0,4094055.0,4038460040.0,Glendale                                                                   
1146,2016 - 17,P.S. 066 Jacqueline Kennedy Onassis,Q066,Q,27,934.0,,1,893.0,PS 055Q,P. S. 62 - Chester Park School | 97-25 108th Street,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11418.0,40.697836,-73.846558,9.0,32.0,24.0,4191497.0,4091830001.0,Richmond Hill                                                              
1147,2016 - 17,P.S. 134 George F. Bristow,X134,X,12,469.0,885 BOLTON AVENUE CONSOLIDATED LOCATION,2,348.0,JHS 125X,J.H.S. 131 Albert Einstein |  Soundview Academy for Culture and Scholarship |  885 BOLTON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10459.0,40.83132,-73.894794,3.0,17.0,153.0,2010273.0,2029650082.0,Crotona Park East                                                          
1148,2016 - 17,P.S. 070,Q070,Q,30,881.0,,1,895.0,PS 060Q,J.H.S. 067 Louis Pasteur | 51-60 Marathon Parkway,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,11103.0,40.762103,-73.914227,1.0,22.0,149.0,4442503.0,4006960014.0,Astoria                                                                    
1149,2016 - 17,I.S. 49 Berta A. Dreyfus,R049,R,31,286.0,,1,1167.0,P373R,P.S. 046 Albert V. Maniscalco,0.0,0.0,4.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10304.0,40.620347,-74.081643,1.0,49.0,29.0,5014184.0,5005560080.0,Stapleton-Rosebank                                                         
1150,2016 - 17,Bronx Compass High School,X561,X,8,332.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,527.0,THEODORE ROOSEVELT HS,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1151,2016 - 17,P.S. 066 School of Higher Expectations,X066,X,12,410.0,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,482.0,PS 058X,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10460.0,40.831165,-73.887094,3.0,17.0,157.0,2010916.0,2030080001.0,Crotona Park East                                                          
1152,2016 - 17,PS 527 - East Side School for Social Action,M527,M,2,74.0,,1,646.0,CITY AS SCHOOL HS,Harvey Milk High School,2.0,4.0,2.0,3.0,2.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,10128.0,40.780763,-73.94869,8.0,5.0,154.0,1050217.0,1015540015.0,Yorkville                                                                  
1153,2016 - 17,P.S. 251 Queens,Q251,Q,29,461.0,,1,1209.0,IS 235Q,The Active Learning Elementary School,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11413.0,40.664218,-73.760249,13.0,31.0,320.0,4285682.0,4133310001.0,Springfield Gardens South-Brookville                                       
1154,2016 - 17,High School of Applied Communication,Q267,Q,24,478.0,,1,1426.0,Queens Metropolitan H.S.,John F. Kennedy Jr. School,0.0,0.0,1.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11101.0,40.745095,-73.936635,2.0,26.0,179.0,4003517.0,4002740001.0,Hunters Point-Sunnyside-West Maspeth                                       
1155,2016 - 17,P.S. 076 The Bennington School,X076,X,11,960.0,730 BRYANT AVENUE CONSOLIDATED LOCATION,2,375.0,PS 066X,The Hunts Point School|Hyde Leadership Charter School|730 BRYANT AVENUE CONSOLIDATED LOCATION ,,,,,,5C,751-1000,,,,,,10469.0,40.869593,-73.861282,11.0,12.0,342.0,2054933.0,2045520010.0,Allerton-Pelham Gardens                                                    
1156,2016 - 17,P.S. 082 Hammond,Q082,Q,28,1095.0,,1,852.0,IS 072Q,P.S. 079 Francis Lewis,0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,11435.0,40.704072,-73.811771,12.0,24.0,214.0,4206905.0,4096840008.0,Briarwood-Jamaica Hills                                                    
1157,2016 - 17,P.S. 091 Richard Arkwright,Q091,Q,24,1033.0,,1,778.0,PS 081Q,P.S. 088 Seneca,0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,11385.0,40.703661,-73.885107,5.0,30.0,627.0,,,Glendale                                                                   
1158,2016 - 17,P.S. 21 Margaret Emery-Elm Park,R021,R,31,575.0,,1,1110.0,IS 7R,P.S. 018 John G. Whittier,0.0,3.0,0.0,2.0,1.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10302.0,40.631523,-74.144297,1.0,49.0,213.0,5026335.0,5011350001.0,Port Richmond                                                              
1159,2016 - 17,QUEENS METROPOLITAN HIGH SCHOOL,Q686,Q,28,566.0,,1,1459.0,Maspeth HS,"Young Women's Leadership School, Queens",0.0,1.0,3.0,0.0,1.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11375.0,40.711367,-73.856698,6.0,29.0,645.0,4447233.0,4038860800.0,Forest Hills                                                               
1160,2016 - 17,"PS/MS 20 P.O.George J. Werdann, III",X020,X,10,404.0,,1,464.0,PS 006X,P.S. 016 Wakefield,0.0,1.0,0.0,0.0,1.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10467.0,40.870002,-73.878875,7.0,11.0,425.0,2086851.0,2033300001.0,Norwood                                                                    
1161,2016 - 17,Bronx Academy for Software Engineering (BASE),X264,X,10,455.0,455 SOUTHERN BLVD CONSOLIDATED LOCATION,4,448.0,JOHN F. KENNEDY HS,"H.E.R.O. High (Health, Education, and Research Occ |  Mott Haven Community High School |  Samuel Gompers Career and Technical Education High |  New Visions Charter High School for the Humanities455 SOUTHERN BLVD CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,10458.0,40.855698,-73.882715,6.0,15.0,393.0,2012887.0,2031040007.0,Belmont                                                                    
1162,2016 - 17,P.S. R037,R037,R,31,532.0,6581 HYLAN BOULEVARD  CONSOLIDATED LOCATION,1,1020.0,STATEN ISLAND TECH HS,South Richmond High School I.S./P.S. 25|6581 HYLAN BOULEVARD  CONSOLIDATED LOCATION,0.0,4.0,7.0,1.0,3.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10308.0,40.56397,-74.150885,3.0,51.0,14605.0,5061911.0,5045860001.0,Great Kills                                                                
1163,2016 - 17,P.S. Q224,Q224,Q,26,516.0,,1,815.0,PS 177Q,P.S. 184 Flushing Manor,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11426.0,40.750007,-73.721607,13.0,23.0,155102.0,4173640.0,4084010375.0,Glen Oaks-Floral Park-New Hyde Park                                        
1164,2016 - 17,Harvey Milk High School,M586,M,2,763.0,,1,646.0,CITY AS SCHOOL HS,School of the Future High School,1.0,1.0,5.0,2.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10003.0,40.730038,-73.992632,2.0,2.0,57.0,1080092.0,1005450026.0,West Village                                                               
1165,2016 - 17,P.S. 340,X340,X,10,101.0,,1,,,The Steam Bridge School | 1684 White Plains Road,0.0,0.0,0.0,0.0,0.0,2C,1-250,0.24,0.71,1.71,0.51,0.32,10468.0,40.869007,-73.89749,7.0,11.0,409.0,2101862.0,2032470015.0,Van Cortlandt Village                                                      
1166,2016 - 17,DeWitt Clinton High School,X440,X,10,2637.0,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,6,336.0,EVANDER CHILDS HS,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy Internatio|  Belmont Preparatory High School|  Fordham High School for the Arts|  Fordham Leadership Academy for Business and Techno|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,3.0,7.0,20.0,3.0,7.0,11C,2501-3000,3.14,13.0,34.86,8.29,5.29,10468.0,40.882178,-73.88691,7.0,11.0,409.0,2095215.0,2032510201.0,Van Cortlandt Village                                                      
1167,2016 - 17,P.S. 139 Rego Park,Q139,Q,28,648.0,,1,799.0,PS 130Q,P.S. 136 Roy Wilkins,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11374.0,40.72814,-73.863582,6.0,29.0,693.0,4072457.0,4030950050.0,Rego Park                                                                  
1168,2016 - 17,I.S. R002 George L. Egbert,R002,R,31,335.0,,1,1434.0,Cambria Heights Academy,P.S. Q023 @ Queens Children Center,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10306.0,40.576725,-74.100726,2.0,50.0,11202.0,5053571.0,5036960100.0,New Dorp-Midland Beach                                                     
1169,2016 - 17,The School of Science and Applied Learning,X300,X,12,237.0,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,2,1060.0,PS 188X,I.S. 229 Roland Patterson | The New American Academy at Roberto Clemente State |  275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,10457.0,40.846236,-73.887405,6.0,15.0,371.0,2012957.0,2031090001.0,East Tremont                                                               
1170,2016 - 17,P.S. 184 Flushing Manor,Q184,Q,25,1351.0,,1,814.0,PS 174Q,Scholars' Academy,1.0,1.0,2.0,2.0,0.0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,11357.0,40.778095,-73.800163,7.0,19.0,1017.0,4129072.0,4057560001.0,Ft. Totten-Bay Terrace-Clearview                                           
1171,2016 - 17,Queens Gateway to Health Sciences Secondary School,Q680,Q,28,1067.0,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,3,858.0,JAMAICA LEARNING CENTER,Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,,,,,,6C,1001-1250,,,,,,11432.0,40.718831,-73.806499,8.0,24.0,1267.0,4539721.0,4068580050.0,Pomonok-Flushing Heights-Hillcrest                                         
1172,2016 - 17,P.S. 047 John Randolph,X047,X,12,405.0,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,519.0,PS/MS 037X,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,0.0,0.0,3.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10472.0,40.832902,-73.866848,9.0,18.0,76.0,2025622.0,2037860016.0,West Farms-Bronx River                                                     
1173,2016 - 17,P.S. 094 Kings College School,X094,X,10,197.0,,2,489.0,PS 085X,Icahn Charter School 7 | 1535 Story Avenue,,,,,,4C,501-750,,,,,,10467.0,40.880522,-73.87572,7.0,11.0,431.0,2018628.0,2033560042.0,Norwood                                                                    
1174,2016 - 17,Morris Academy for Collaborative Studies,X297,X,9,1698.0,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,456.0,MS 254X,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,0.0,1.0,13.0,1.0,0.0,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,10456.0,40.827642,-73.904473,3.0,16.0,135.0,2004526.0,2026340001.0,Morrisania-Melrose                                                         
1175,2016 - 17,Mount Eden Children's Academy,X555,X,9,615.0,,1,409.0,PS 198X,The School of Science and Applied Learning,0.0,0.0,4.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10452.0,40.842495,-73.916082,4.0,14.0,209.0,2008336.0,2028590077.0,West Concourse                                                             
1176,2016 - 17,P.S. 053 The Barbara Esselborn School,R053,R,31,798.0,,1,1281.0,IS 43 ,P.S. 050 Frank Hankinson,0.0,1.0,1.0,1.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10308.0,40.55258,-74.13706,3.0,51.0,13203.0,5065016.0,5051060001.0,Great Kills                                                                
1177,2016 - 17,2545 GUNTHER AVENUE CONSOLIDATED LOCATION,X144,X,11,1249.0,120 WEST 231 STREET CONSOLIDATED LOCATION,2,455.0,MS 222X,"The Marie Curie School for Medicine, Nursing, and |  The New School for Leadership and Journalism |  120 WEST 231 STREET CONSOLIDATED LOCATION",1.0,2.0,8.0,2.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,10469.0,40.863735,-73.83607,11.0,13.0,310.0,2053518.0,2044930001.0,Allerton-Pelham Gardens                                                    
1178,2016 - 17,P.S. / I.S. 087 Middle Village,Q087,Q,24,283.0,,1,775.0,PS 075Q (ROBERT E. PEARY SCHOOL),P.S. 084 Steinway,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,11379.0,40.711815,-73.871238,5.0,30.0,621.0,4091737.0,4037820027.0,Middle Village                                                             
1179,2016 - 17,Â P.S. 93 - BRONX,X093,X,8,756.0,,1,411.0,PS/MS 083X,P.S. 091 Bronx,0.0,1.0,1.0,0.0,1.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10473.0,40.821776,-73.876918,9.0,17.0,28.0,2097341.0,2036520001.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1180,2016 - 17,Pan American International High School at Monroe,X388,X,12,359.0,925 ASTOR AVENUE CONSOLIDATED LOCATION,6,339.0,HERBERT H. LEHMAN HS,Collegiate Institute for Math and Science|Astor Collegiate Academy|C Columbus Hs Yabc|Bronxdale High School|High School of Language and Innovation|Pelham Preparatory Academy|925 ASTOR AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,10472.0,40.831601,-73.878912,9.0,18.0,56.0,2027459.0,2038640001.0,West Farms-Bronx River                                                     
1181,2016 - 17,P.S. 132 Ralph Bunche,Q132,Q,29,1146.0,,1,795.0,PS 122Q,P.S. 129 Patricia Larkin,0.0,1.0,1.0,1.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,11413.0,40.682114,-73.74992,13.0,31.0,626.0,4278380.0,4129270028.0,Laurelton                                                                  
1182,2016 - 17,P.S. 014 Fairview,Q014,Q,24,1122.0,,1,849.0,IS 008Q,P.S. 011 Kathryn Phelan,0.0,0.0,0.0,0.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,11368.0,40.74056,-73.854131,4.0,21.0,439.0,4437311.0,4019540037.0,Corona                                                                     
1183,2016 - 17,Mott Haven Community High School,X557,X,7,864.0,900 TINTON AVENUE CONSOLIDATED LOCATION ,2,448.0,JOHN F. KENNEDY HS,School for Tourism and Hospitality |New Visions Charter HS for Advanced Match and Science II |900 TINTON AVENUE CONSOLIDATED LOCATION ,1.0,6.0,22.0,4.0,3.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10455.0,40.810803,-73.907015,1.0,8.0,35.0,2003883.0,2025760026.0,Mott Haven-Port Morris                                                     
1184,2016 - 17,P.S. 196,X196,X,12,979.0,,1,376.0,PS 068X,P.S. 076 The Bennington School,0.0,0.0,4.0,0.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10472.0,40.830691,-73.877743,9.0,18.0,54.0,2088553.0,2037750025.0,West Farms-Bronx River                                                     
1185,2016 - 17,Women's Academy of Excellence,X282,X,8,,P.S. 011 - Bronx,1,,,P.S. 172 | 1399 OGDEN AVE,0.0,0.0,1.0,0.0,0.0,,,,,,,,10473.0,40.814833,-73.85658,9.0,18.0,4.0,2020580.0,2034780018.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1186,2016 - 17,Linden Tree Elementary School,X567,X,11,625.0,,1,395.0,PS 119X,P.S. 126 Dr Marjorie H Dunbar | 175 West 166 Street,0.0,0.0,2.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10462.0,40.837931,-73.853524,9.0,18.0,222.0,2041247.0,2039480055.0,Parkchester                                                                
1187,2016 - 17,P.S. 043 Jonas Bronck,X043,X,7,1061.0,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,2,471.0,PS 030X,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,0.0,1.0,1.0,1.0,0.0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,10454.0,40.806351,-73.921196,1.0,8.0,25.0,2000205.0,2022800040.0,Mott Haven-Port Morris                                                     
1188,2016 - 17,P.S. 005 Huguenot,R005,R,31,867.0,,1,1231.0,PS 78Q,I.S. R002 George L. Egbert,0.0,3.0,9.0,1.0,2.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10312.0,40.530169,-74.187635,3.0,51.0,176.0,5082407.0,5065660001.0,Annadale-Huguenot-Prince's Bay-Eltingville                                 
1189,2016 - 17,I.S. 237,Q237,Q,25,558.0,30-14 30 STREET CONSOLIDATED LOCATION,2,733.0,IS 227Q,P.S. 234 |  Academy for New Americans |  30-14 30 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,11355.0,40.749545,-73.822073,7.0,20.0,845.0,4116436.0,4051470001.0,Flushing                                                                   
1190,2016 - 17,P.S. 111 Seton Falls,X111,X,11,829.0,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,388.0,PS 102X,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,0.0,2.0,0.0,2.0,0.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10466.0,40.884343,-73.840254,12.0,12.0,484.0,2065992.0,2049160001.0,Eastchester-Edenwald-Baychester                                            
1191,2016 - 17,I.S. 250 The Robert F. Kennedy Community Middle Sc,Q250,Q,25,695.0,,1,747.0,MS 158Q,P.S. 164 Queens Valley,0.0,2.0,0.0,1.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,11366.0,40.724458,-73.810216,8.0,24.0,1257.0,4147847.0,4068260001.0,Kew Gardens Hills                                                          
1192,2016 - 17,P.S. 021 Philip H. Sheridan,X021,X,11,601.0,,1,465.0,PS 007X,P.S. 018 John Peter Zenger,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.28,1.11,1.74,0.75,0.53,10466.0,40.887582,-73.859733,12.0,12.0,406.0,2063435.0,2048390039.0,Williamsbridge-Olinville                                                   
1193,2016 - 17,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,X174,X,8,276.0,,1,1026.0,HOSTOS-LINCOLN ACADEMY,P.S. 170 | 1598 Townsend Avenue,0.0,1.0,0.0,1.0,0.0,3C,251-500,0.27,0.9,1.67,0.63,0.44,10473.0,40.814833,-73.85658,9.0,18.0,4.0,2020580.0,2034780018.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1194,2016 - 17,Frank Sinatra School of the Arts High School,Q501,Q,30,530.0,45-35 VAN DAM STREET CONSOLIDATED LOCATION,2,1059.0,CAMPUS MAGNET HS (A.J. HS),Middle College High School at LaGuardia Community |  International High School at LaGuardia Community C |  45-35 VAN DAM STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,11106.0,40.756534,-73.925121,1.0,26.0,57.0,4009594.0,4006390016.0,Astoria                                                                    
1195,2016 - 17,"I.S. X318 Math, Science & Technology Through Arts",X318,X,12,867.0,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,442.0,IS 203X,Urban Institute of Mathematics| Bronx Delta School| Mott Hall Community School| 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,0.0,8.0,13.0,2.0,4.0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,10457.0,40.843546,-73.889755,6.0,17.0,36901.0,2094582.0,2029510032.0,East Tremont                                                               
1196,2016 - 17,Humanities & Arts Magnet High School,Q498,Q,29,412.0,207- 01 116TH  AVENUE CONSOLIDATED LOCATION,4,857.0,JAMAICA HS,"Institute for Health Professions at Cambria Height|Benjamin Franklin High School for Finance & Inform|Mathematics, Science Research and Technology Magne|Law, Government and Community Service High School|Business, Computer Applications & Entrepreneurship|Humanities & Arts Magnet High School|207- 01 116TH  AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,11411.0,40.697819,-73.745728,13.0,27.0,53401.0,4238003.0,4110490001.0,Cambria Heights                                                            
